,	, ,
kematangan jiwa	NN kematangan jiwa
kematangan	NN kematangan
kematangan seksual	NN kematangan seksual
kematangan sosial	NN kematangan sosial
kemati-matian	RB kemati-matian
kematu	JJ kematu
kembangan	NN kembangan
kembara	DT kembara
kembaran	NN kembaran
kembar dampit	JJ kembar dampit
kembar	JJ kembar
kembar siam	JJ kembar siam
kemeja buntung	NN kemeja buntung
kemeja	NN kemeja
kemeja silir	NN kemeja silir
kemekmek	JJ kemekmek
kemenakan	NN kemenakan
kemendur	NN kemendur
kementahan	NN kementahan
kementakan	NN kementakan
kementerian	NN kementerian
kemenungan	NN kemenungan
kemenyan	NN kemenyan
kemerahan	NN kemerahan
kemercusuaran	NN kemercusuaran
kemestian	NN kemestian
kemik	JJ kemik
kemilau	NN kemilau
kemilikan	NN kemilikan
kemiliteran	NN kemiliteran
kemiringan	NN kemiringan
kemiri	NN kemiri
kemiri turki	NN kemiri turki
kemiskinan absolut	NN kemiskinan absolut
kemiskinan	NN kemiskinan
kemlandingan	NN kemlandingan
kemoceng	NN kemoceng
kemodernan	NN kemodernan
kemontokan	NN kemontokan
kemoterapi	NN kemoterapi
kempas-kempis	VB kempas-kempis
kempas	NN kempas
kempes	DT kempes
kempis	JJ kempis
kemplangan	NN kemplangan
kemplang	VB kemplang
kempung	JJ kempung
kemubaziran	NN kemubaziran
kemuda-mudaan	NN kemuda-mudaan
kemudaratan	NN kemudaratan
kemudian hari	NN kemudian hari
kemudian	NN kemudian
kemudi bundar	NN kemudi bundar
kemudi cawat	NN kemudi cawat
kemudi haluan	NN kemudi haluan
kemudi	NN kemudi
kemudi sepak	NN kemudi sepak
kemudu	NN kemudu
kemufakatan	NN kemufakatan
kemujaraban	NN kemujaraban
kemujizatan	NN kemujizatan
kemumu	NN kemumu
kemunafikan	NN kemunafikan
kemunculan	NN kemunculan
kemunduran mental	NN kemunduran mental
kemunduran	NN kemunduran
kemungkaran	NN kemungkaran
kemurungan	NN kemurungan
kemusnahan	NN kemusnahan
kemustahilan	NN kemustahilan
kemustajaban	NN kemustajaban
kena-mengena	VB kena-mengena
kenan	DT kenan
kenangan	NN kenangan
kenang-kenangan	NN kenang-kenangan
kenang	VB kenang
kenapa	PR kenapa
kencang-kencung	NN kencang-kencung
kencan	NN kencan
kencing-mengencingi	VB kencing-mengencingi
kencit	NN kencit
kencong	JJ kencong
kencur	NN kencur
kendalian	NN kendalian
kendal	NN kendal
kendangan	VB kendangan
kendang-kendangan	NN kendang-kendangan
kendang-kendang	NN kendang-kendang
kendang	NN kendang
kendatipun	DT kendatipun
kendit	NN kendit
kendong	VB kendong
kendor	JJ kendor
kendur	JJ kendur
kenegaraan	NN kenegaraan
kenegarawanan	NN kenegarawanan
kenegatifan	NN kenegatifan
kenekatan	NN kenekatan
kenetralan	NN kenetralan
kening	NN kening
keniscayaan	NN keniscayaan
ken	NN ken
kenop	NN kenop
kenotarisan	NN kenotarisan
kental	JJ kental
kentung-kentung	NN kentung-kentung
kentutan	NN kentutan
kentut	NN kentut
kenur	NN kenur
kenyal	JJ kenyal
kenyamanan	NN kenyamanan
kenyam	VB kenyam
kenya	NN kenya
kenyaringan	NN kenyaringan
kenyih	DT kenyih
kenyinyiran	NN kenyinyiran
kenyir	JJ kenyir
kenyutan	NN kenyutan
keok	NN keok
keorganisasian	JJ keorganisasian
kepadaan deskriptif	NN kepadaan deskriptif
kepadaan	NN kepadaan
kepadaan observasi	NN kepadaan observasi
kepadaan penjelasan	NN kepadaan penjelasan
kepada	IN kepada
kepadaman	NN kepadaman
kepagian	JJ kepagian
kepailitan	NN kepailitan
kepakaran	NN kepakaran
kepala air	NN kepala air
kepala angin	NN kepala angin
kepala bagian	NN kepala bagian
kepala bahu	NN kepala bahu
kepala batu	NN kepala batu
kepala berat	NN kepala berat
kepala busung	NN kepala busung
kepala daerah	NN kepala daerah
kepala desa	NN kepala desa
kepala dingin	NN kepala dingin
kepala dua	NN kepala dua
kepala kain	NN kepala kain
kepala kampung	NN kepala kampung
kepala karangan	NN kepala karangan
kepala keluarga	NN kepala keluarga
kepala-kepalaan	NN kepala-kepalaan
kepala kereta api	NN kepala kereta api
kepala kodi	NN kepala kodi
kepala lakon	NN kepala lakon
kepala negara	NN kepala negara
kepala negeri	NN kepala negeri
kepalang	JJ kepalang
kepalang tanggung	JJ kepalang tanggung
kepala	NN kepala
kepala pasukan	NN kepala pasukan
kepala payung	NN kepala payung
kepala pulau	NN kepala pulau
kepala putik	NN kepala putik
kepala raja	NN kepala raja
kepala sari	NN kepala sari
kepala sarung	NN kepala sarung
kepala sekolah	NN kepala sekolah
kepala stasiun	NN kepala stasiun
kepala suku	NN kepala suku
kepala surat	NN kepala surat
kepala susu	NN kepala susu
kepala tahun	NN kepala tahun
kepala tongkat	NN kepala tongkat
kepala udang	NN kepala udang
kepala waris	NN kepala waris
kepala wilayah	NN kepala wilayah
kepala zakar	NN kepala zakar
kepalsuan	NN kepalsuan
kepam	JJ kepam
kepamrihan	NN kepamrihan
kepancingan	JJ kepancingan
kepandiran	NN kepandiran
kepangkatan	NN kepangkatan
kepanjangan	NN kepanjangan
keparat	NN keparat
kepariwisataan	NN kepariwisataan
kepartaian	NN kepartaian
kepasrahan	NN kepasrahan
kepausan	NN kepausan
kepecong	JJ kepecong
kepedasan	NN kepedasan
kepedulian	NN kepedulian
kepedulian sosial	NN kepedulian sosial
kepejuangan	NN kepejuangan
kepek	DT kepek
kepeloporan	NN kepeloporan
kepemilikan	NN kepemilikan
kepemimpinan	NN kepemimpinan
kepemudaan	NN kepemudaan
kependekan	NN kependekan
kependetaan	NN kependetaan
kependiaman	NN kependiaman
kepengacaraan	NN kepengacaraan
kepengapan	VB kepengapan
kepengarangan	NN kepengarangan
kepeng	NN kepeng
kepengusahaan	NN kepengusahaan
kepeningan	JJ kepeningan
kepenjaraan	NN kepenjaraan
kepenontonan	NN kepenontonan
kepentingan	NN kepentingan
kepepet	VB kepepet
keperagawatian	NN keperagawatian
keperawanan	NN keperawanan
keperawatan	NN keperawatan
kepercayaan	NN kepercayaan
keperempuanan	NN keperempuanan
kepergok	VB kepergok
keperigelan	NN keperigelan
keperintisan	NN keperintisan
kepermaian	NN kepermaian
keperwiraan	NN keperwiraan
kepetangan	VB kepetangan
kepetang	RB kepetang
kepet	NN kepet
kepialu	JJ kepialu
kepiatuan	NN kepiatuan
kepiawaian	NN kepiawaian
kepil	JJ kepil
kepilu-piluan	NN kepilu-piluan
kepincangan ekonomi	NN kepincangan ekonomi
kepincangan	NN kepincangan
kepincuk	VB kepincuk
kepincut	JJ kepincut
kepindahan	NN kepindahan
kepingan	NN kepingan
kepinggiran	JJ kepinggiran
kepingin	RB kepingin
keping	NN keping
keping podikal	NN keping podikal
kepintaran	NN kepintaran
kepintasan	NN kepintasan
kepioniran	NN kepioniran
kepiting	NN kepiting
kepiting raja	NN kepiting raja
kepleset	VB kepleset
kep	NN kep
kepok	VB kepok
kepolisian	NN kepolisian
kepol	VB kepol
kepongahan	NN kepongahan
kepopuleran	NN kepopuleran
kepositifan	NN kepositifan
keprajuritan	NN keprajuritan
kepraktisan	NN kepraktisan
kepramukaan	NN kepramukaan
kepresidenan	NN kepresidenan
kepret	VB kepret
kepribadian bangsa	NN kepribadian bangsa
kepribadian hukum	NN kepribadian hukum
kepribadian	NN kepribadian
keproduktifan	NN keproduktifan
kepucatan	NN kepucatan
kepucat-pucatan	JJ kepucat-pucatan
kepujian	NN kepujian
kepuk	NN kepuk
kepulangan	NN kepulangan
kepungan	NN kepungan
kepura-puraan	NN kepura-puraan
kepurbaan	NN kepurbaan
kepurbakalaan	NN kepurbakalaan
keputihan	JJ keputihan
keputih-putihan	JJ keputih-putihan
keputraan	NN keputraan
kerabik	JJ kerabik
kerabu	NN kerabu
kerahan negeri	NN kerahan negeri
kerahan	NN kerahan
kerahan raja	NN kerahan raja
kerahasiaan	NN kerahasiaan
kerahiman	NN kerahiman
kerah-kerahan	NN kerah-kerahan
kerajat	NN kerajat
kerakyatan	NN kerakyatan
keramahtamahan	NN keramahtamahan
keraman	NN keraman
kerambil	NN kerambil
kerancakan	NN kerancakan
kerancak-rancakan	JJ kerancak-rancakan
keranda	NN keranda
kerangas	NN kerangas
kerang batu; kerang bulu	JJ kerang batu; kerang bulu
kerang buwel	JJ kerang buwel
kerang	JJ kerang
kerangka acuan	NN kerangka acuan
kerangka atas	NN kerangka atas
kerangka	NN kerangka
kerangka teori tindakan	NN kerangka teori tindakan
kerang-kerangan	NN kerang-kerangan
kerang-keruk	JJ kerang-keruk
kerang-kerung	VB kerang-kerung
kerang mutiara	JJ kerang mutiara
keran	NN keran
kerantong	NN kerantong
kerapatan	NN kerapatan
kerap	JJ kerap
kerap kali	JJ kerap kali
kerap-kerap	RB kerap-kerap
kerap pati	JJ kerap pati
kerapu kayu	NN kerapu kayu
kerapu	NN kerapu
kerapu tikus	NN kerapu tikus
kerasionalan	NN kerasionalan
keras-mengerasi	VB keras-mengerasi
kerawang	NN kerawang
kerbau air	NN kerbau air
kerbau balar	NN kerbau balar
kerbau benuang	NN kerbau benuang
kerbau beras	NN kerbau beras
kerbau jalang	NN kerbau jalang
kerbau melukut	NN kerbau melukut
kerbau	NN kerbau
kerbau pendek	NN kerbau pendek
kerbau perah	NN kerbau perah
kerbau rawa	NN kerbau rawa
kerbau sungai	NN kerbau sungai
kerdil	JJ kerdil
kerecik	VB kerecik
keredaan	NN keredaan
keremahan	NN keremahan
keremangan	NN keremangan
keremehan	NN keremehan
kerendahan	JJ kerendahan
kereng	JJ kereng
kerentanan	NN kerentanan
kerenyahan	NN kerenyahan
kerepek	DT kerepek
kerepotan	NN kerepotan
kerepot	DT kerepot
keresot	JJ keresot
kereta angin	NN kereta angin
kereta baja	NN kereta baja
kereta barang	NN kereta barang
kereta bogi	NN kereta bogi
kereta dorong	NN kereta dorong
kereta gandeng	NN kereta gandeng
kereta jenazah	NN kereta jenazah
kereta kuda	NN kereta kuda
kereta lereng	NN kereta lereng
kereta makan	NN kereta makan
kereta mati	NN kereta mati
kereta mayat	NN kereta mayat
kereta	NN kereta
kereta pelangkin	NN kereta pelangkin
kereta penumpang	NN kereta penumpang
kereta pos	NN kereta pos
kereta saji	NN kereta saji
kereta salju	NN kereta salju
kereta sorong	NN kereta sorong
kereta troli	NN kereta troli
keretek	NN keretek
kerikil	NN kerikil
kerimbunan	NN kerimbunan
kerimut	JJ kerimut
keringanan	VB keringanan
keringat dingin	NN keringat dingin
keringat	NN keringat
kering beku	JJ kering beku
kering embun	JJ kering embun
kering	JJ kering
kering-kering air	JJ kering-kering air
kering kerontang	JJ kering kerontang
kering mersik	JJ kering mersik
kering ringkai	JJ kering ringkai
kerinjal	NN kerinjal
keritik	NN keritik
keriting	NN keriting
keriwayatan	NN keriwayatan
kerjap	VB kerjap
kerlap	VB kerlap
kerlip	NN kerlip
kerneli	NN kerneli
kernet	NN kernet
kernet tembak	NN kernet tembak
kernyut	NN kernyut
kerohanian	NN kerohanian
keroh	DT keroh
kerokan	NN kerokan
kerok	NN kerok
kerokot	NN kerokot
keromantisan	NN keromantisan
keroncongan	VB keroncongan
keroncong	NN keroncong
keroncong tugu	VB keroncong tugu
kerongkongan	NN kerongkongan
kerongsang	NN kerongsang
keron	NN keron
kerontang	DT kerontang
kerontokan	NN kerontokan
kerop	NN kerop
keropok	NN keropok
keropos	JJ keropos
kerosi	VB kerosi
keroyokan	NN keroyokan
keroyok	VB keroyok
kersang	JJ kersang
keruan	JJ keruan
kerubut	VB kerubut
kerudung	NN kerudung
keruk	NN keruk
kerumpilan	NN kerumpilan
kerumun	VB kerumun
keruntuhan	NN keruntuhan
keruntung	NN keruntung
kerupukan	JJ kerupukan
kesahajaan	NN kesahajaan
kesahan	NN kesahan
kesah	NN kesah
kesakralan	NN kesakralan
kesalingan	NN kesalingan
kesambet	VB kesambet
kesampaian	VB kesampaian
kesandung	VB kesandung
kesangaran	NN kesangaran
kesangatan	JJ kesangatan
kesantaian	NN kesantaian
kesasar	VB kesasar
kesastraan	NN kesastraan
kesastrawanan	NN kesastrawanan
kesat	JJ kesat
kesatu	CD kesatu
kesayangan	NN kesayangan
keseakanan	NN keseakanan
kesebatan	NN kesebatan
keseberangan	VB keseberangan
kesederhanaan	NN kesederhanaan
keseharian	NN keseharian
kesejahteraan jiwa	NN kesejahteraan jiwa
kesejahteraan	NN kesejahteraan
kesejahteraan sosial	NN kesejahteraan sosial
kesejalanan	NN kesejalanan
kesejarahan	NN kesejarahan
keselektifan	NN keselektifan
keselesaian	NN keselesaian
kesembilan	NN kesembilan
kesembilannya	NN kesembilannya
kesembronoan	NN kesembronoan
kesembuhan	NN kesembuhan
kesemena-menaan	NN kesemena-menaan
kesementaraan	NN kesementaraan
kesempatan kerja	NN kesempatan kerja
kesempatan	NN kesempatan
kesempitan akal	JJ kesempitan akal
kesempitan	JJ kesempitan
kesempurnaan	NN kesempurnaan
kesendalan	VB kesendalan
kesenggangan	NN kesenggangan
kesengitan	NN kesengitan
kesengsaraan	NN kesengsaraan
kesengsem	VB kesengsem
kesenioran	NN kesenioran
kesenjaan	VB kesenjaan
kesentengan	NN kesentengan
kesentralan	NN kesentralan
kesentuhan	VB kesentuhan
kesenyapan	NN kesenyapan
keseorangan	NN keseorangan
kesepuhan	NN kesepuhan
keserbagunaan	NN keserbagunaan
keseriusan	NN keseriusan
keserongan	NN keserongan
keseronokan	NN keseronokan
kesertamertaan	NN kesertamertaan
kesesatan	NN kesesatan
keseser	VB keseser
kesesuaian	NN kesesuaian
kesetiakawanan	NN kesetiakawanan
kesetimbalan	NN kesetimbalan
kesetimbangan	NN kesetimbangan
kesetrum	VB kesetrum
kesetujuan	NN kesetujuan
keseutuhan	NN keseutuhan
kesewenang-wenangan	NN kesewenang-wenangan
kesialan	NN kesialan
kesiapsiagaan	NN kesiapsiagaan
kesiap	VB kesiap
kesilauan	NN kesilauan
kesimpangsiuran	NN kesimpangsiuran
kesinambungan	NN kesinambungan
kesinian	VB kesinian
kesirikan	NN kesirikan
kesisiran	VB kesisiran
kes	JJ kes
kesombongan	NN kesombongan
kesorangan	JJ kesorangan
kesorean	JJ kesorean
kesosialan	NN kesosialan
kespontanan	NN kespontanan
kesportifan	NN kesportifan
kestabilan	NN kestabilan
kesterilan	NN kesterilan
kesufian	NN kesufian
kesuksesan	NN kesuksesan
kesumpekan	NN kesumpekan
kesungguhan	NN kesungguhan
kesungkanan	NN kesungkanan
kesuntukan	NN kesuntukan
kesusastraan	NN kesusastraan
kesusupan	VB kesusupan
kesutradaraan	NN kesutradaraan
keswasembadaan	NN keswasembadaan
kesyahduan	NN kesyahduan
ketaatasasan	NN ketaatasasan
ketagihan	VB ketagihan
ketakaburan	NN ketakaburan
ketakjuban	NN ketakjuban
ketaksamaan	NN ketaksamaan
ketamuan	VB ketamuan
ketangkapan	VB ketangkapan
ketapak	NN ketapak
ketarap	NN ketarap
ketar	JJ ketar
ketataprajaan	NN ketataprajaan
ketaton	VB ketaton
ketawaran	NN ketawaran
ketawa	VB ketawa
ketegakan	NN ketegakan
keteguran hantu	NN keteguran hantu
keteguran	NN keteguran
ketekoran	NN ketekoran
ketela gantung	NN ketela gantung
ketela gendruwo	NN ketela gendruwo
ketelanjangan	NN ketelanjangan
ketelanjuran	NN ketelanjuran
ketela	NN ketela
ketela pohon	NN ketela pohon
ketela rambat	NN ketela rambat
keteledoran	NN keteledoran
ketelitian	NN ketelitian
ketempatan	VB ketempatan
ketempuhan	VB ketempuhan
ketemu akal	VB ketemu akal
ketemu	VB ketemu
ketenagaan	NN ketenagaan
ketengan	NN ketengan
ketentaraan	NN ketentaraan
keterampilan bahasa	NN keterampilan bahasa
keterampilan	NN keterampilan
keterampilan tematis	NN keterampilan tematis
keterandalan	NN keterandalan
keterangan gambar	NN keterangan gambar
keterangan	NN keterangan
keterarahan	NN keterarahan
keterbacaan	NN keterbacaan
keterbalikan	NN keterbalikan
keterbelakangan	NN keterbelakangan
ketergabungan	NN ketergabungan
ketergantungan	NN ketergantungan
keterharuan	NN keterharuan
keterjunan sawan	VB keterjunan sawan
keterjunan	VB keterjunan
keterlambatan	NN keterlambatan
keterlanjuran	NN keterlanjuran
keterpaksaan	NN keterpaksaan
keterpakuan	NN keterpakuan
keterpanaan	NN keterpanaan
keterpelajaran	NN keterpelajaran
keterpikatan	NN keterpikatan
ketersediaan	NN ketersediaan
ketersiksaan	NN ketersiksaan
ketertarikan	NN ketertarikan
ketertiban	NN ketertiban
ketertinggalan	NN ketertinggalan
ketertundukan	NN ketertundukan
keterujian	NN keterujian
keterusan	NN keterusan
keterwakilan	NN keterwakilan
ketes	NN ketes
ketewasan	NN ketewasan
ketiak	NN ketiak
ketiak ular	NN ketiak ular
ketial	JJ ketial
ketiban pulung	VB ketiban pulung
ketiban rezeki nomplok	VB ketiban rezeki nomplok
ketiban	VB ketiban
ketidaksenonohan	NN ketidaksenonohan
ketiduran	NN ketiduran
ketidur-tiduran	VB ketidur-tiduran
ketiganya	CD ketiganya
ketiga-tiganya	CD ketiga-tiganya
ketika	NN ketika
ketilang	NN ketilang
ketimbang	DT ketimbang
ketimpangan	NN ketimpangan
ketindihan	VB ketindihan
ketinggalan	NN ketinggalan
ketinggian budi	NN ketinggian budi
ketinggian kondensasi	NN ketinggian kondensasi
ketinggian	NN ketinggian
ketinggian permukaan laut	NN ketinggian permukaan laut
ketinggian terbang	NN ketinggian terbang
ketipung	NN ketipung
ketitir	NN ketitir
ketohoran	NN ketohoran
ketok kadal	NN ketok kadal
ketok	NN ketok
ketokohan	NN ketokohan
ketolongan	VB ketolongan
ketomboian	NN ketomboian
ketuahan	NN ketuahan
ketuangan	NN ketuangan
ketuan-tuanan	VB ketuan-tuanan
ketua-tuaan	JJ ketua-tuaan
ketukangan	NN ketukangan
ketulangan	NN ketulangan
ketul	NN ketul
ketumbar	NN ketumbar
ketumbuhan	VB ketumbuhan
ketumbukan	NN ketumbukan
ketumpahan	VB ketumpahan
ketumpulan	NN ketumpulan
ketundukan	NN ketundukan
ketunggalan	NN ketunggalan
ketungging	NN ketungging
ketuntasan	NN ketuntasan
ketur	NN ketur
keugaharian	NN keugaharian
keujian	JJ keujian
keumatan	NN keumatan
keungu-unguan	JJ keungu-unguan
keuniversalan	NN keuniversalan
keurusan	VB keurusan
keurus	VB keurus
keusahawanan	NN keusahawanan
keusrekan	NN keusrekan
kewajaran	NN kewajaran
kewangian	JJ kewangian
kewangi-wangian	JJ kewangi-wangian
kewanitaan	NN kewanitaan
kewargaan	NN kewargaan
kewarisan	NN kewarisan
kewartawanan	NN kewartawanan
kewaskitaan	NN kewaskitaan
kewaspadaan	NN kewaspadaan
kewedanaan	NN kewedanaan
kewedukan	NN kewedukan
kewibawaan	NN kewibawaan
kewiraan	NN kewiraan
kewiraswastaan	NN kewiraswastaan
kewujudan	NN kewujudan
khabar	NN khabar
khabis	JJ khabis
khadam	NN khadam
khafi	JJ khafi
khairat	NN khairat
khair	JJ khair
khalas	VB khalas
khali	JJ khali
khalikah	NN khalikah
khalis	JJ khalis
khamir	NN khamir
kharab	JJ kharab
khasi	JJ khasi
khatam	NN khatam
khatib	NN khatib
khatimah	NN khatimah
khat	NN khat
khatulistiwa	NN khatulistiwa
khauf	NN khauf
khayali	JJ khayali
khayal	NN khayal
khianat	NN khianat
khidmah	NN khidmah
khilaf	JJ khilaf
khinzir	NN khinzir
khitah	NN khitah
khitan	VB khitan
khizanatulkitab	NN khizanatulkitab
khuluk	NN khuluk
khusuk	JJ khusuk
khusus	JJ khusus
khusyuk	JJ khusyuk
kiamat kubra	NN kiamat kubra
kiamat	NN kiamat
kiamat sugra	NN kiamat sugra
kiambang	NN kiambang
kiani	NN kiani
kian kemari	NN kian kemari
kian	NN kian
kiap	NN kiap
kiaupau	NN kiaupau
kibar	VB kibar
kibas	VB kibas
kibir	JJ kibir
kiblat	NN kiblat
kiblik	NN kiblik
kibriah	NN kibriah
kibul	NN kibul
kicau	NN kicau
kicik	JJ kicik
kicu	NN kicu
kida-kida	NN kida-kida
kidam	JJ kidam
kidang	NN kidang
kidar	VB kidar
kidul	NN kidul
kidung	NN kidung
kifayah	DT kifayah
kihanat	NN kihanat
kijang kambing	NN kijang kambing
kijang menjangan	NN kijang menjangan
kijang	NN kijang
kijang tembu	NN kijang tembu
kikil	NN kikil
kikis	VB kikis
kik	NN kik
kila	DT kila
kilang angin	NN kilang angin
kilangan	NN kilangan
kilang getah	NN kilang getah
kilang	NN kilang
kilan	NN kilan
kilap	VB kilap
kilas	NN kilas
kilatan	NN kilatan
kilau-mengilau	VB kilau-mengilau
kiloan	NN kiloan
kilogram	NN kilogram
kilokalori	NN kilokalori
kiloliter	NN kiloliter
kilo	NN kilo
kilowatt	NN kilowatt
kimah	NN kimah
kim	NN kim
kimono	NN kimono
kimput	JJ kimput
kina	NN kina
kincang	VB kincang
kincir air	NN kincir air
kincir angin	NN kincir angin
kinciran	NN kinciran
kincir	NN kincir
kincir padi	NN kincir padi
kincung	NN kincung
kinetik	JJ kinetik
kinja	VB kinja
ki	NN ki
kin	NN kin
kintal	NN kintal
kio	NN kio
kipasan	NN kipasan
kiprah	NN kiprah
kipu	NN kipu
kiraan	RB kiraan
kirai	VB kirai
kira-kiraan	NN kira-kiraan
kirana	NN kirana
kiran	DT kiran
kira	NN kira
kirim-berkirim	VB kirim-berkirim
kirim	VB kirim
kiris	NN kiris
kir	NN kir
kiruh	JJ kiruh
kisahan	NN kisahan
kisar	NN kisar
kisat	JJ kisat
kisikan	NN kisikan
kismat	NN kismat
kismis	NN kismis
kisruh	JJ kisruh
kitar	VB kitar
kit	NN kit
kits	NN kits
kiuk	DT kiuk
kizib	JJ kizib
klarifikasi	NN klarifikasi
klarinet	NN klarinet
klasemen	NN klasemen
klasik	JJ klasik
klausul	NN klausul
klen	DT klen
klenteng	DT klenteng
klerikus	NN klerikus
klinik	NN klinik
klinis	JJ klinis
klir	JJ klir
klitoris	NN klitoris
kliwon	NN kliwon
kliyengan	JJ kliyengan
kloning	NN kloning
klop	JJ klop
kloset	NN kloset
kluB	NN kluB
koar	DT koar
kobar	VB kobar
kober	NN kober
kobok	NN kobok
koci	NN koci
kocok	VB kocok
kocoran	NN kocoran
kocor	VB kocor
kodrat alam	NN kodrat alam
kodrat ilahi	NN kodrat ilahi
kodrat	NN kodrat
ko-	DT ko-
koe	PR koe
kognat	JJ kognat
kohlea	DT kohlea
kohor	NN kohor
koit	VB koit
kojor	VB kojor
koklea	NN koklea
kokot	NN kokot
kokpit	NN kokpit
kolaborasi	NN kolaborasi
kolagen	NN kolagen
kolah	DT kolah
kolak	NN kolak
kolaps	VB kolaps
kolateral	JJ kolateral
kolega	NN kolega
kolegial	JJ kolegial
kolek	NN kolek
kolera eltor	NN kolera eltor
kolera	NN kolera
kolese	NN kolese
koli	NN koli
koloid	NN koloid
kolongan	NN kolongan
kolong-kolong	NN kolong-kolong
kolong langit	NN kolong langit
kolong layar	NN kolong layar
kolong	NN kolong
kolong timah	NN kolong timah
kolonialisme	NN kolonialisme
kolonialis	NN kolonialis
koloni jaringan	NN koloni jaringan
koloni	NN koloni
kolonisasi	NN kolonisasi
koloni sel	NN koloni sel
kolusi	NN kolusi
komandemen	NN komandemen
koman	NN koman
kombinasi	NN kombinasi
komedian	NN komedian
komedi bangsawan	NN komedi bangsawan
komedi banyolan	NN komedi banyolan
komedi	NN komedi
komedi romantik	NN komedi romantik
komedi satire	NN komedi satire
komedi stambul	NN komedi stambul
komendur	NN komendur
komeng	JJ komeng
komentator	NN komentator
komersialisasi	NN komersialisasi
komersial	JJ komersial
komfortabel	JJ komfortabel
komidi gambar	NN komidi gambar
komidi	NN komidi
